Metadata_Source,Metadata_Plate,Metadata_Well,Metadata_JCP2022
source_4,BR00127146,K11,JCP2022_105696
source_4,BR00127146,K12,JCP2022_012818
source_4,BR00127146,K13,JCP2022_106219
source_4,BR00127146,K14,JCP2022_033924
source_4,BR00127146,K15,JCP2022_105539
source_4,BR00127146,K16,JCP2022_068901
source_4,BR00127146,K17,JCP2022_010404
source_4,BR00127146,K18,JCP2022_031861
source_4,BR00127146,K19,JCP2022_051319
source_4,BR00127146,K20,JCP2022_002206
source_4,BR00127146,K21,JCP2022_072945
source_4,BR00127146,K22,JCP2022_019314
source_4,BR00127146,K23,JCP2022_038096
source_4,BR00127146,K24,JCP2022_033924
source_4,BR00127146,L01,JCP2022_059966
source_4,BR00127146,L02,JCP2022_082046
source_4,BR00127146,L03,JCP2022_033924
source_4,BR00127146,L04,JCP2022_069491
source_4,BR00127146,L05,JCP2022_036614
source_4,BR00127146,L06,JCP2022_084606
source_4,BR00127146,L07,JCP2022_116749
source_4,BR00127146,L08,JCP2022_067886
source_4,BR00127146,L09,JCP2022_109043
source_4,BR00127146,L10,JCP2022_033924
source_4,BR00127146,L11,JCP2022_026475
source_4,BR00127146,L12,JCP2022_046524
source_4,BR00127146,L13,JCP2022_033924
source_4,BR00127146,L14,JCP2022_076233
source_4,BR00127146,L15,JCP2022_037716
source_4,BR00127146,L16,JCP2022_068606
source_4,BR00127146,L17,JCP2022_042354
source_4,BR00127146,L18,JCP2022_071811
source_4,BR00127146,L19,JCP2022_001036
source_4,BR00127146,L20,JCP2022_001036
source_4,BR00127146,L21,JCP2022_043332
source_4,BR00127146,L22,JCP2022_080920
source_4,BR00127146,L23,JCP2022_033924
source_4,BR00127146,L24,JCP2022_077671
source_4,BR00127146,M01,JCP2022_021751
source_4,BR00127146,M02,JCP2022_064903
source_4,BR00127146,M03,JCP2022_033924
source_4,BR00127146,M04,JCP2022_069668
source_4,BR00127146,M05,JCP2022_017377
source_4,BR00127146,M06,JCP2022_097564
source_4,BR00127146,M07,JCP2022_107658
source_4,BR00127146,M08,JCP2022_093901
source_4,BR00127146,M09,JCP2022_081496
source_4,BR00127146,M10,JCP2022_033924
source_4,BR00127146,M11,JCP2022_004587
source_4,BR00127146,M12,JCP2022_073458
source_4,BR00127146,M13,JCP2022_033924
source_4,BR00127146,M14,JCP2022_065525
source_4,BR00127146,M15,JCP2022_056401
source_4,BR00127146,M16,JCP2022_076300
source_4,BR00127146,M17,JCP2022_059269
source_4,BR00127146,M18,JCP2022_033924
source_4,BR00127146,M19,JCP2022_002118
